Date	GILD	MDLZ	FISV	HPFK	IRCS	TCMU	XFMM	GVVV	MHDZ	GIHF	NQYU	DUIR	BQYN	PDSZ	BSNG	IKCC	XQXR	HNNY	DLFB	PHBP	HGHJ	JMYS	KQDY	TSII	OJQO	KDOC	FBTB	LGHQ	WAAI	VGYC	OPYH	PMHG	CWZD	DQZO	RLTP	CLYY	PJRF	TUWV	TXHL	OCKA	YWNZ	MXAI	GGZS	OEGR	MRIJ	IAZR	RXKH	FOCE	QUUT	CZHB	KAVI	IPZI	AVGO	CHTR	IDNA	UGUF	QCOM	SBUX	TMUS	COST	EHLW	PEP	HGRW	RLLE	CMCSA	PYPL	VYFU	ADBE	INTC	TZFN	OBDC	AAPL	TSLA	XTXR	MSFT	DRSH	META	YRIG	GOOG	OAAR	TLRC	CWHU	AMZN	YYBM	NFLX	AJLW	NVDA	CSCO	PBGQ	LWMB	XSRP	XTLJ	FATP	YERP	MFOP	ATQP	XWQP	TXN	RKPP	LAFL
2021-07-01	40.03	88.49	9.09	148.88	93.87	12.78	28.23	31.65	99.01	346.68	13.46	23.84	22.66	34.87	135.47	87.65	18.97	8.66	58.73	174.78	68.30	10.38	172.48	187.29	42.22	10.70	26.72	25.10	186.57	61.40	201.25	9.51	15.10	70.48	55.19	160.14	20.91	41.93	88.84	230.42	125.72	187.09	17.64	79.93	10.05	113.54	21.90	128.80	16.48	21.28	100.29	42.35	247.78	156.52	33.55	12.56	213.67	231.03	49.82	75.65	65.75	97.72	14.22	112.39	58.85	9.70	271.27	43.22	124.59	88.62	17.97	15.90	155.40	14.72	63.84	50.87	112.59	1.83	111.60	39.03	23.61	40.16	431.86	54.18	39.10	22.73	43.59	384.95	38.73	36.63	22.65	99.84	6.69	82.89	178.24	63.82	35.97	434.56	33.21	133.45
2021-07-02	39.83	87.34	8.93	149.93	94.40	12.52	28.60	31.89	98.29	350.16	13.57	24.04	22.55	34.96	137.08	86.54	18.90	8.34	57.43	172.80	68.60	10.27	173.79	185.73	42.31	10.38	26.33	24.93	188.67	61.59	202.34	9.15	14.81	71.30	56.35	159.44	20.33	40.84	89.79	236.01	125.25	184.55	18.03	77.82	9.95	113.20	21.59	128.80	16.23	21.73	97.83	41.51	247.19	159.35	33.83	12.51	212.72	228.94	50.94	73.14	66.63	94.97	14.08	110.97	59.51	9.75	279.54	42.52	124.99	85.71	18.18	15.78	158.99	14.83	64.38	50.07	110.94	1.85	112.70	39.58	24.62	41.63	426.04	54.36	38.07	22.78	44.01	372.07	37.39	36.61	23.03	101.18	6.87	81.20	172.42	64.35	36.08	438.04	33.00	136.11
2021-07-03	39.85	86.64	8.65	156.72	93.32	12.38	28.26	31.83	97.94	354.39	13.61	24.21	22.24	35.15	135.57	89.06	19.15	8.04	55.69	175.52	66.86	9.90	172.70	185.91	43.82	10.44	25.76	24.80	192.37	62.57	200.24	9.37	14.25	68.07	56.26	159.63	19.66	41.12	89.19	237.45	128.57	182.61	17.98	76.70	9.88	115.14	22.44	128.78	16.35	21.60	99.46	41.88	257.01	158.76	33.11	12.59	213.29	232.48	50.72	73.61	67.57	98.70	14.15	108.86	60.72	9.79	283.10	42.74	127.73	83.14	17.69	16.10	161.44	14.81	63.77	50.07	111.83	1.81	111.51	40.12	23.83	42.28	417.68	54.94	38.74	22.92	43.42	386.55	36.20	36.26	23.12	101.25	6.61	83.09	172.96	66.49	35.38	433.86	33.41	139.41
2021-07-04	40.35	87.68	8.83	164.13	94.40	12.64	27.90	31.93	98.64	353.07	13.48	23.95	22.37	35.09	136.23	88.18	19.16	7.73	57.05	174.16	64.34	9.55	171.74	182.49	43.10	10.39	26.00	24.54	186.13	64.48	200.11	9.64	13.93	70.97	56.82	160.27	19.92	41.00	87.48	233.51	129.55	188.25	17.57	75.89	9.74	113.67	22.98	130.20	16.25	21.34	96.96	45.58	268.48	158.65	32.88	12.81	211.33	234.61	50.72	74.89	67.16	95.32	14.32	106.44	60.62	9.73	286.80	42.03	126.15	86.42	17.18	16.16	163.77	14.79	64.47	50.41	113.65	1.73	110.84	38.89	23.34	41.10	415.93	55.24	39.40	22.66	43.86	370.01	35.97	36.29	23.73	102.09	6.82	81.51	173.04	68.07	36.10	437.79	34.21	138.00
2021-07-05	40.85	87.91	8.58	166.17	94.92	12.73	27.72	32.16	101.03	358.28	13.33	24.21	22.25	35.05	138.33	88.09	19.41	7.60	55.59	172.13	64.34	9.97	170.56	182.39	41.18	10.61	26.37	24.26	184.25	58.91	203.08	9.79	13.69	70.61	57.61	160.96	20.46	40.77	90.96	238.30	131.18	188.70	17.27	73.86	9.65	115.80	23.17	128.72	16.80	21.13	96.99	45.31	278.96	157.77	32.56	12.86	214.44	232.91	50.45	75.73	68.01	92.75	14.04	107.76	61.21	10.08	279.01	41.66	123.93	87.42	17.86	16.13	165.80	14.91	64.11	50.21	114.41	1.76	110.93	38.78	22.52	41.43	419.13	54.68	39.29	22.28	44.37	365.71	35.37	36.16	23.95	101.32	6.77	81.52	175.09	69.19	36.77	433.47	33.10	135.74
2021-07-06	41.45	88.40	8.93	163.06	95.94	12.92	27.82	32.26	104.12	351.77	13.30	24.29	22.70	34.98	139.37	90.05	19.45	7.78	56.83	170.75	66.86	10.00	170.61	181.01	40.76	10.54	26.11	24.30	189.25	57.51	202.43	9.55	13.74	73.32	56.69	157.09	19.96	39.24	89.05	245.70	128.24	193.94	16.98	74.39	9.49	114.91	22.20	126.91	16.21	20.95	99.72	46.71	281.16	156.55	32.73	12.76	217.41	231.60	49.86	73.54	68.71	89.94	13.78	106.03	59.50	9.77	270.32	42.69	121.50	84.70	17.27	15.71	162.76	14.94	63.66	50.48	114.73	1.69	111.24	38.24	22.37	40.83	424.30	53.89	39.74	22.16	44.69	371.32	35.72	36.42	24.27	102.38	6.97	81.20	181.46	70.61	35.92	434.71	33.37	134.36
2021-07-07	41.11	89.64	9.18	158.19	95.26	13.03	28.18	31.88	104.69	352.72	13.35	24.57	23.08	35.25	137.44	92.38	19.63	7.65	58.19	171.92	64.50	10.22	169.01	183.99	39.90	10.34	26.86	23.98	194.69	59.33	199.46	9.21	14.29	76.67	57.31	161.58	20.13	40.28	90.23	239.73	130.07	187.62	16.80	74.33	9.55	113.64	21.19	129.09	15.84	20.46	100.22	47.40	287.94	155.49	33.01	12.72	217.08	233.65	50.38	72.57	70.08	89.92	13.72	108.11	58.13	10.07	280.18	43.34	118.33	85.54	17.31	15.80	157.45	14.79	63.84	50.76	115.08	1.70	110.22	37.53	23.21	42.41	427.08	54.49	40.48	21.94	44.40	379.24	34.51	36.95	24.57	102.82	7.11	81.79	187.81	71.48	35.55	430.83	33.82	136.33
2021-07-08	41.67	89.78	8.81	161.78	96.20	13.46	27.86	31.75	107.23	360.14	13.34	24.64	22.74	35.11	136.00	94.79	19.47	7.94	59.10	169.80	64.92	10.29	168.83	180.75	39.00	10.46	27.33	24.20	191.35	59.31	194.84	9.49	14.58	77.51	57.02	157.44	19.51	40.48	91.25	234.96	126.50	190.69	16.78	73.27	9.50	112.39	20.48	128.76	15.15	20.45	103.91	48.20	293.69	157.68	32.55	13.06	222.88	231.12	49.19	71.11	70.82	89.23	13.98	107.80	60.20	9.93	290.26	43.02	118.79	85.04	16.67	15.96	155.82	14.84	63.97	49.96	116.78	1.63	110.28	36.97	23.75	41.31	425.53	53.40	39.99	21.56	44.67	394.61	34.30	37.30	24.63	102.94	7.38	82.86	193.96	72.33	35.67	431.35	34.45	138.48
2021-07-09	41.36	89.90	8.95	162.86	97.30	13.59	28.20	31.54	108.66	360.62	13.41	24.45	23.23	35.19	135.07	96.76	19.30	7.62	60.23	169.97	66.28	10.42	166.59	182.13	40.24	10.58	27.91	24.21	192.95	59.62	192.18	9.71	14.36	80.47	56.42	153.79	19.87	39.45	90.54	230.24	124.95	190.36	16.38	73.85	9.43	110.98	21.26	128.90	15.14	21.11	99.75	47.95	299.71	155.81	31.97	13.22	224.59	234.44	49.67	71.85	70.73	88.45	13.96	106.40	62.10	9.55	297.71	41.99	117.92	81.80	16.53	15.62	159.17	14.89	64.05	49.73	116.64	1.66	109.77	36.32	23.22	40.24	436.72	53.14	40.82	21.23	44.19	383.93	35.81	37.84	23.84	101.82	7.57	84.88	187.84	73.18	35.11	437.26	34.93	137.15
2021-07-10	40.88	89.01	9.13	159.43	98.68	13.41	28.24	31.15	111.55	362.80	13.51	24.69	23.05	35.23	135.42	97.30	19.50	7.66	62.77	169.68	63.39	10.71	165.11	183.55	38.60	10.70	28.45	24.42	187.55	60.61	185.89	9.62	14.02	83.76	55.11	157.96	20.19	40.38	93.91	229.21	125.13	190.71	16.05	76.27	9.47	112.95	21.49	127.98	14.63	21.69	97.19	49.04	291.11	157.98	31.76	12.99	223.16	234.69	50.86	70.60	71.02	85.25	14.21	105.22	63.47	9.18	306.60	41.00	119.34	83.79	16.71	15.20	165.61	14.79	63.33	49.02	116.53	1.66	110.64	36.60	22.45	41.04	430.59	52.61	40.68	21.46	44.22	392.96	34.35	37.94	23.97	101.51	7.60	84.18	184.03	71.10	36.02	437.81	35.72	132.37
2021-07-11	40.64	90.14	8.80	160.36	99.38	13.50	27.75	30.91	109.03	357.24	13.41	24.50	23.00	35.32	136.90	97.49	19.56	7.32	60.73	169.70	64.03	10.84	163.53	186.40	37.23	10.88	28.27	24.43	188.24	61.52	188.39	9.73	14.03	79.78	56.03	162.56	20.83	41.04	92.40	229.13	124.23	186.64	15.88	73.11	9.38	113.70	20.48	126.86	14.60	21.99	95.36	50.32	301.90	160.68	31.21	12.74	220.65	237.71	50.22	69.46	69.69	86.55	14.09	105.26	61.59	9.25	307.34	39.78	122.33	86.40	16.44	15.09	172.91	14.65	62.88	48.70	115.95	1.61	110.45	35.68	22.89	40.26	440.05	53.73	40.41	21.43	44.34	405.71	33.37	37.48	23.25	102.85	7.68	83.43	184.16	69.22	34.91	440.19	34.91	127.80
2021-07-12	40.69	89.32	8.75	164.06	99.98	13.46	27.42	31.23	107.21	359.92	13.45	24.26	23.34	35.06	138.65	95.24	19.35	7.22	59.55	172.14	64.07	10.89	165.32	185.94	38.01	10.53	29.04	24.68	187.03	61.12	186.08	9.29	13.88	82.78	55.20	160.44	20.38	39.91	92.38	231.11	121.82	181.76	15.89	71.55	9.49	113.72	19.84	128.90	14.00	21.52	92.55	51.19	305.69	160.97	30.92	12.93	226.23	238.23	50.56	68.60	70.24	84.67	14.18	107.21	62.43	9.67	300.81	40.23	121.83	87.02	16.19	15.12	169.24	14.63	62.27	48.71	115.43	1.55	111.66	35.19	23.61	41.61	437.15	54.28	39.93	21.43	44.77	419.94	33.08	37.54	22.94	103.23	7.90	83.30	189.19	71.31	35.85	447.33	34.00	132.46
2021-07-13	40.50	89.10	8.97	166.47	101.40	13.49	26.98	30.86	106.55	352.01	13.56	23.98	23.36	35.30	140.70	96.79	19.26	7.41	61.79	174.96	64.26	10.89	163.20	182.76	37.31	10.83	29.42	24.85	180.90	61.88	183.40	9.03	14.08	86.05	54.18	158.74	20.31	40.93	89.74	236.97	123.88	181.09	15.73	72.45	9.47	113.47	19.70	127.17	14.39	21.90	92.64	50.94	314.46	159.17	30.27	12.82	231.84	235.04	50.42	67.25	70.64	85.24	13.95	106.80	60.56	9.75	293.73	40.53	119.13	85.46	15.69	14.50	166.79	14.46	61.69	49.46	115.62	1.48	111.92	35.78	24.20	40.69	431.06	53.47	39.96	21.66	44.28	404.70	32.41	36.94	22.68	103.23	7.72	81.71	196.36	71.75	36.03	452.94	34.95	130.11
2021-07-14	40.81	88.35	9.04	159.71	102.69	13.17	26.75	30.54	105.40	345.21	13.57	24.01	23.22	35.36	140.14	97.10	19.13	7.58	62.95	173.89	67.07	10.85	162.33	179.71	38.52	10.57	29.24	25.05	183.36	61.91	186.16	8.73	14.15	82.78	53.30	162.28	20.00	40.08	87.78	237.09	121.56	180.05	15.47	71.34	9.60	115.24	19.04	128.09	14.77	21.95	91.75	50.08	323.92	159.65	29.95	12.96	237.42	236.24	50.47	65.92	71.96	83.69	13.74	104.98	62.42	9.87	300.69	41.54	118.91	85.35	15.17	14.94	163.01	14.46	62.08	49.93	115.62	1.44	113.37	34.67	23.14	42.36	426.00	53.74	39.34	21.85	44.93	396.89	33.78	37.55	23.38	101.97	7.98	83.51	199.61	72.92	35.70	460.31	34.27	130.13
2021-07-15	40.78	87.79	9.35	152.97	103.84	13.58	26.67	30.74	106.64	339.69	13.49	24.27	23.44	35.29	138.21	98.91	19.38	7.85	65.29	175.02	67.69	10.85	164.50	176.51	38.86	10.32	28.42	24.72	180.62	61.12	182.29	8.54	13.83	80.43	52.92	166.86	19.99	41.23	85.15	233.12	121.56	182.85	15.34	71.64	9.73	113.78	18.62	128.32	15.00	21.96	92.20	51.29	314.02	156.98	29.49	13.06	238.27	237.71	51.38	67.01	72.82	83.39	13.60	105.70	60.92	10.30	271.03	41.94	115.90	87.41	15.47	14.65	170.02	14.55	61.89	50.54	113.82	1.43	114.73	35.60	22.48	43.82	417.44	53.04	38.61	22.10	44.82	385.59	33.26	36.89	22.68	101.75	7.99	84.65	200.67	73.22	34.74	460.07	35.20	133.98
2021-07-16	40.86	87.43	9.21	155.20	105.11	13.65	26.56	30.58	105.97	335.70	13.64	24.06	23.33	35.34	137.21	100.80	19.27	7.70	65.59	175.00	67.82	10.74	164.68	179.09	38.34	10.42	28.40	24.45	181.81	62.57	187.03	8.62	13.87	78.22	51.86	167.03	20.28	41.94	88.41	239.31	124.45	183.25	15.42	71.67	9.77	114.55	19.32	127.66	15.11	22.52	96.26	51.92	328.04	158.86	28.80	12.83	237.12	236.76	52.18	64.94	72.78	80.00	13.51	103.87	60.32	10.20	279.35	41.28	113.75	84.14	16.11	14.39	166.17	14.44	61.89	50.50	115.03	1.43	116.08	35.53	22.78	45.12	415.24	52.13	38.61	22.10	44.46	392.45	34.15	37.05	22.40	101.57	8.27	84.37	196.08	72.70	35.16	459.39	35.21	133.28
2021-07-17	40.39	87.73	9.39	148.69	104.56	13.77	26.09	30.80	104.64	338.63	13.59	24.16	23.89	35.06	138.18	100.04	19.29	7.91	63.51	175.09	67.20	10.35	164.16	177.73	38.79	10.44	28.33	24.46	183.00	62.32	181.83	8.54	13.23	77.22	51.46	163.27	20.29	40.84	85.62	246.21	122.14	186.79	15.38	72.06	9.85	114.68	19.03	128.44	15.10	22.05	95.22	51.65	340.35	157.93	29.40	13.17	239.96	238.00	53.22	65.77	74.24	79.91	13.69	102.98	59.55	10.39	271.92	42.58	113.52	82.74	16.40	13.96	160.62	14.31	61.43	49.83	114.70	1.46	117.07	35.99	23.19	46.34	420.90	51.07	38.60	22.50	44.68	387.24	35.09	36.60	22.18	101.46	8.51	86.58	202.24	74.91	35.33	464.55	36.29	141.60
2021-07-18	40.84	88.36	9.73	153.61	105.57	14.05	26.38	30.38	102.42	336.19	13.58	24.14	23.72	35.19	136.59	98.68	19.51	7.68	63.41	173.43	65.64	10.25	165.02	177.80	39.71	10.41	27.68	24.40	185.87	64.25	184.40	8.20	13.19	78.67	51.44	160.88	20.15	40.52	86.10	253.72	118.82	186.63	15.25	69.93	9.91	116.35	18.43	127.21	15.09	22.42	96.88	53.13	350.13	157.25	29.57	13.42	244.03	236.10	51.80	65.26	72.93	77.02	13.43	102.21	58.39	10.56	268.59	43.10	111.55	84.62	16.61	14.15	163.32	14.30	61.04	49.38	115.04	1.44	116.07	36.61	22.58	44.52	424.35	52.06	36.91	22.55	44.27	396.64	35.93	37.04	22.34	101.86	8.45	86.97	200.77	75.28	35.67	463.64	37.32	139.65
2021-07-19	40.89	88.09	10.05	159.72	104.41	13.95	26.10	30.01	103.11	338.30	13.62	24.25	23.46	35.38	137.42	100.63	19.54	7.51	60.61	172.10	63.59	10.08	162.96	179.27	38.53	10.65	28.26	24.57	183.35	64.24	189.31	8.37	12.85	75.00	51.39	158.94	20.78	39.15	87.78	253.35	117.69	191.63	15.15	72.76	9.91	115.05	18.55	126.61	15.37	23.01	93.89	53.82	358.86	159.45	29.00	13.16	245.35	238.84	53.59	64.96	73.45	73.62	13.64	101.91	57.79	10.22	259.84	43.87	113.95	84.11	15.93	14.10	165.59	14.25	61.46	49.76	114.17	1.38	116.10	36.81	21.73	42.67	419.70	52.17	35.90	22.93	43.64	407.36	35.50	36.87	22.65	102.45	8.62	88.37	194.55	74.35	35.93	459.45	38.14	137.58
2021-07-20	40.90	89.13	10.20	160.29	105.58	13.41	26.26	29.77	101.11	344.22	13.45	24.21	23.82	35.63	139.16	101.60	19.79	7.75	59.87	171.12	66.03	10.27	162.82	177.81	38.50	10.70	27.64	24.65	185.08	65.27	196.12	8.38	13.44	77.40	51.30	157.68	20.86	39.15	90.28	261.06	117.21	198.40	15.24	74.93	9.98	115.79	18.58	128.16	15.55	23.11	97.78	53.88	357.47	160.38	29.26	13.48	241.74	236.17	55.38	63.76	74.41	73.52	13.51	102.43	56.25	10.32	258.99	43.31	113.78	87.40	16.42	14.09	160.21	14.19	61.04	49.53	115.87	1.33	115.45	36.71	21.39	43.35	427.49	51.54	36.43	23.34	43.93	404.50	34.84	36.42	23.37	103.43	8.45	88.55	200.72	73.98	36.39	466.37	37.83	138.91
2021-07-21	40.51	89.32	9.80	161.84	106.91	13.15	26.42	29.51	99.57	346.81	13.29	24.46	23.35	35.46	141.27	102.91	19.75	7.85	61.92	170.57	68.71	10.45	164.66	180.98	37.11	10.44	28.05	24.39	184.11	67.15	201.52	8.13	13.95	80.93	51.85	161.21	21.14	39.30	90.26	259.36	119.37	196.88	14.92	72.35	9.85	117.19	18.58	127.25	15.29	23.57	98.08	54.35	350.75	160.21	29.80	13.49	239.78	239.47	54.75	62.13	75.57	71.07	13.40	103.44	55.38	9.87	257.12	43.78	114.39	86.31	16.92	13.64	158.27	14.05	61.59	49.65	114.45	1.30	116.75	37.10	20.61	43.40	438.51	50.51	36.51	23.27	44.54	392.86	34.18	36.44	22.99	104.80	8.77	86.12	204.64	74.34	36.22	466.42	38.60	139.89
2021-07-22	40.18	88.41	9.73	156.84	106.30	13.42	26.25	29.20	98.09	352.82	13.23	24.10	23.20	35.29	142.41	101.81	19.53	7.60	63.72	168.75	67.51	10.21	165.81	181.26	38.50	10.10	28.55	24.45	180.59	68.20	204.19	8.04	13.50	81.97	51.31	161.88	21.70	38.45	89.90	261.40	123.08	203.09	15.13	73.32	10.01	117.53	18.20	126.59	15.59	22.86	98.95	55.79	346.77	158.76	29.03	13.15	241.95	242.87	54.45	62.30	75.54	72.97	13.59	102.21	55.03	9.74	256.85	44.85	113.52	85.43	16.35	13.36	151.97	14.01	61.43	49.99	115.22	1.25	116.30	37.38	19.95	43.23	434.28	50.23	36.32	23.09	44.15	395.72	32.76	36.07	23.51	103.66	9.01	85.71	201.17	73.91	36.24	469.01	37.49	136.68
2021-07-23	40.48	87.32	9.50	162.53	107.12	13.46	26.00	29.37	100.32	349.25	13.28	24.11	22.80	35.53	142.33	101.21	19.44	7.90	63.33	166.43	69.24	10.09	163.72	183.24	37.61	10.42	27.98	24.53	175.23	67.31	199.04	8.02	13.04	82.36	50.16	159.76	21.35	38.97	92.69	269.49	125.25	196.53	15.36	70.82	9.85	115.81	18.94	125.35	15.16	22.97	98.27	56.67	340.36	155.86	28.94	13.30	246.57	241.37	54.08	62.12	75.03	72.44	13.69	102.44	55.00	9.62	256.04	45.24	111.98	84.81	16.42	13.68	158.87	13.86	60.96	50.35	113.42	1.23	115.48	38.54	19.20	42.36	429.72	50.52	35.49	22.83	44.54	395.06	32.78	35.78	22.75	105.30	9.21	85.96	194.06	75.22	35.98	470.19	37.03	133.07
2021-07-24	40.72	88.48	9.39	159.77	106.36	13.53	26.32	29.01	98.05	348.22	13.41	24.00	22.71	35.74	142.60	98.80	19.26	8.01	64.85	165.23	68.47	9.81	163.99	184.32	38.75	10.66	28.79	24.20	179.27	69.65	196.03	7.72	13.44	83.72	49.62	160.80	21.08	38.14	94.39	269.41	123.85	190.41	15.29	73.39	9.71	117.07	18.69	124.08	14.60	23.36	101.97	58.20	344.76	156.06	29.08	12.98	241.99	240.13	55.41	62.38	74.93	75.50	13.44	100.57	55.85	9.85	252.46	43.98	111.40	86.46	15.92	13.14	154.24	13.76	60.70	50.15	113.25	1.19	115.56	37.28	18.64	42.57	427.23	50.34	35.54	23.14	44.39	399.53	32.14	35.38	22.49	104.07	9.08	86.93	191.42	77.11	36.22	468.64	38.13	133.23
2021-07-25	40.67	87.53	9.46	158.41	107.73	13.23	25.86	28.75	96.25	351.33	13.28	23.66	22.68	35.78	143.40	97.79	19.03	8.21	64.61	167.31	66.75	9.69	162.75	181.41	37.95	10.49	28.76	24.24	172.97	67.09	197.04	8.06	13.93	81.01	50.26	160.45	21.62	37.68	93.38	273.80	122.37	188.21	15.09	73.56	9.54	118.29	19.01	123.79	14.06	24.08	106.12	57.71	345.68	158.63	28.82	13.27	237.34	239.52	54.81	63.31	74.13	79.15	13.44	99.11	57.48	9.60	257.64	43.92	113.36	85.97	16.54	12.81	156.62	13.83	60.22	49.84	112.42	1.16	115.55	37.17	18.04	42.59	417.75	49.71	35.31	22.81	43.79	399.98	31.99	35.24	23.17	105.50	9.19	88.35	192.20	78.32	35.86	464.75	38.59	128.86
2021-07-26	41.21	88.19	9.42	161.73	106.54	13.49	25.60	28.50	99.00	346.87	13.42	23.61	22.51	35.48	143.00	95.12	18.96	8.52	66.66	168.47	69.00	10.08	163.80	180.06	37.76	10.46	28.46	24.22	167.20	68.38	204.16	7.85	14.48	79.52	50.92	148.56	21.13	38.28	95.02	273.53	122.95	188.09	15.15	70.50	9.47	120.14	19.82	125.85	14.14	23.34	103.30	58.64	335.34	160.89	28.53	13.40	237.18	236.19	53.45	61.47	72.82	76.78	13.62	99.32	59.15	9.93	263.68	42.98	110.74	84.97	16.07	12.57	161.35	13.77	60.72	49.34	114.10	1.17	114.37	36.14	17.65	41.60	409.56	50.49	35.65	22.44	43.41	373.39	31.13	35.32	23.25	105.01	9.04	87.36	197.60	77.02	36.59	467.26	38.96	128.69
2021-07-27	41.08	87.34	9.65	160.58	106.60	13.43	25.39	28.38	101.13	339.80	13.34	23.32	22.61	35.55	141.00	94.72	19.16	8.78	67.93	166.26	66.60	10.26	161.58	178.09	37.48	10.45	28.79	24.16	167.50	68.81	200.82	8.13	14.66	75.99	50.00	151.14	21.51	38.66	95.61	274.89	122.57	189.12	15.06	70.34	9.46	119.39	19.46	126.02	13.53	23.83	105.93	57.13	342.50	161.32	28.96	13.37	240.47	234.96	55.40	61.04	72.08	76.41	13.63	100.72	59.11	9.59	271.16	41.85	111.91	81.65	15.48	12.18	160.35	13.66	61.31	48.71	113.28	1.16	115.27	36.80	17.53	42.07	403.60	50.56	35.57	22.21	43.69	382.62	32.46	34.74	23.67	103.47	9.21	86.38	194.81	74.99	36.54	473.75	40.20	132.95
2021-07-28	41.34	88.50	9.74	168.47	107.05	13.39	25.04	28.13	98.26	334.85	13.46	23.37	22.18	35.91	142.41	94.53	18.98	8.49	67.52	167.47	65.00	10.20	161.23	181.42	38.00	10.11	28.40	24.32	170.83	70.22	205.56	8.02	14.51	78.64	50.50	147.33	22.21	38.90	96.18	280.00	118.73	187.71	15.14	69.94	9.31	120.64	19.29	126.68	12.99	24.48	104.72	58.78	358.10	163.71	28.43	13.15	235.07	236.29	57.30	61.35	73.52	75.43	13.71	100.61	61.31	9.76	264.32	41.59	109.44	78.23	15.26	12.66	155.69	13.57	61.11	48.28	114.52	1.19	115.22	35.97	16.90	40.99	397.13	49.96	36.27	22.04	43.33	367.68	31.09	35.30	23.77	105.13	9.51	86.58	196.79	72.79	36.46	480.52	39.44	132.41
2021-07-29	41.36	89.69	9.39	169.32	107.13	13.68	25.17	28.05	95.28	337.09	12.03	23.05	21.66	36.13	140.53	95.33	18.89	8.75	64.68	165.45	65.02	10.34	158.97	178.96	38.63	10.29	27.62	24.50	176.62	69.89	200.50	7.86	14.42	79.04	51.59	150.65	21.47	39.08	97.01	274.03	119.13	192.01	14.77	67.18	9.46	122.32	19.10	127.91	13.33	24.68	108.41	59.00	368.14	167.19	29.05	12.91	241.34	236.52	58.47	61.64	72.33	75.65	13.81	101.22	63.17	9.50	261.05	41.08	110.13	75.10	15.04	13.04	161.63	13.57	61.75	48.13	114.51	1.17	115.02	36.62	17.13	42.60	394.17	48.98	35.49	22.38	43.41	353.83	32.25	35.75	23.12	106.31	9.24	85.54	200.90	73.36	37.28	484.41	39.83	132.37
2021-07-30	41.72	89.00	9.32	170.02	106.44	13.58	25.42	28.08	95.42	331.84	11.90	23.18	21.79	35.87	141.20	95.24	19.11	8.77	66.58	164.67	67.62	10.00	159.72	182.80	38.22	9.96	27.18	24.59	177.73	68.10	203.46	8.09	14.60	77.50	51.46	151.95	21.19	38.01	95.61	272.21	122.64	193.61	15.00	64.35	9.43	121.38	18.53	127.98	13.78	25.26	109.92	58.38	378.51	165.93	28.86	13.11	241.86	240.83	56.81	62.66	71.86	73.06	13.98	103.33	64.26	9.73	257.45	41.01	107.44	75.52	14.94	12.74	167.02	13.61	61.91	47.93	114.58	1.14	114.42	37.66	17.59	44.10	395.20	49.80	35.48	22.06	43.62	360.56	33.53	35.12	22.53	106.53	9.49	83.62	208.23	74.21	36.35	483.50	38.68	128.31
2021-07-31	41.82	89.71	9.47	166.86	107.65	14.10	25.62	28.07	97.83	335.88	11.86	22.93	21.67	36.19	141.01	93.25	19.05	8.86	65.28	163.98	66.72	9.63	162.20	182.70	36.66	10.11	26.86	24.85	176.52	68.22	199.05	8.04	14.72	76.01	50.48	150.26	21.76	38.38	96.47	264.55	124.74	191.98	15.14	67.09	9.50	119.98	18.08	129.83	14.35	25.47	108.08	58.15	378.13	164.59	28.11	12.82	237.05	238.57	57.16	61.97	72.24	75.11	13.94	102.90	64.96	10.03	266.77	39.87	108.11	75.28	15.06	13.17	167.37	13.49	61.42	47.37	112.96	1.15	114.67	37.40	17.09	45.89	394.61	49.24	34.80	22.02	43.02	362.39	34.03	35.13	22.32	105.24	9.51	83.98	204.99	75.24	37.22	481.55	38.14	126.01
2021-08-01	42.51	90.41	9.76	160.15	107.15	14.59	25.47	28.26	95.57	342.45	11.74	22.59	22.15	36.33	142.54	90.73	19.03	8.77	63.63	164.56	64.89	9.56	163.09	179.86	37.72	9.80	27.55	24.76	177.12	66.49	202.70	8.29	14.29	73.01	49.41	147.10	21.20	37.04	93.86	259.30	121.82	188.80	15.38	68.54	9.62	119.36	17.81	130.75	13.87	26.26	105.56	56.45	375.33	163.85	28.56	12.99	243.35	235.53	55.74	62.44	72.52	75.43	13.78	102.71	64.13	10.24	263.07	39.83	108.85	73.34	14.73	13.53	171.19	13.36	61.13	47.73	114.37	1.20	113.32	36.28	17.69	47.31	395.52	49.54	35.25	22.16	42.87	362.61	34.87	35.06	22.08	104.13	9.73	84.97	207.80	76.45	38.09	482.35	38.65	127.68
2021-08-02	42.31	91.25	9.93	163.46	106.72	14.78	25.09	28.56	93.80	346.64	11.81	22.25	22.32	36.64	140.54	88.83	19.08	8.93	64.05	163.07	67.04	9.32	163.82	176.76	38.14	9.52	28.00	24.49	175.26	68.65	198.24	8.48	14.55	75.85	49.17	148.78	21.62	36.67	92.67	259.11	124.25	186.93	15.31	67.20	9.76	118.84	17.76	132.47	13.41	26.27	102.01	56.49	389.65	164.03	28.52	12.66	240.44	238.84	55.70	60.67	73.87	77.78	13.72	102.95	66.08	9.78	270.51	38.65	106.49	72.60	14.19	13.47	178.21	13.45	61.09	48.47	114.54	1.23	114.53	36.57	18.38	49.16	390.21	50.06	35.28	22.31	43.40	377.27	35.57	34.85	21.96	103.06	9.91	82.70	207.56	75.28	37.62	481.12	37.98	127.36
